Id,SalePrice
1461,131480.2469580676
1462,147456.23504299708
1463,195702.60357100252
1464,182109.16143118223
1465,179983.6579703684
1466,186655.20894547735
1467,169784.32093489726
1468,174436.17439261437
1469,189637.78279268957
1470,126671.33515845767
1471,179714.0726473047
1472,93310.07550756843
1473,100533.9637931722
1474,154947.9742420914
1475,128863.02525979774
1476,437856.5482973071
1477,243742.13889519178
1478,328692.1933486408
1479,302978.7992317775
1480,439548.3767238414
1481,330751.708634899
1482,199084.1423613526
1483,175970.07201732704
1484,165380.87129583777
1485,163553.71984874358
1486,191302.3337961128
1487,345447.2581541266
1488,256066.78628649758
1489,193337.23931433086
1490,235375.5623136502
1491,188401.50661989805
1492,109259.72053892886
1493,178901.1719922785
1494,290306.64703303407
1495,292706.5384065174
1496,224642.20419610888
1497,206784.8451835723
1498,151794.6086724655
1499,164311.35522767017
1500,159416.1665480435
1501,169428.53722759947
1502,152161.40323206675
1503,278781.77991403226
1504,245822.8815127228
1505,215607.71187388911
1506,191500.45926595433
1507,240624.5135804031
1508,190472.68226646012
1509,158564.65481442024
1510,151710.5580855331
1511,135964.24222772705
1512,171693.79008211297
1513,149775.94387943143
1514,122710.0249129504
1515,164318.58557188592
1516,147524.27029171243
1517,157931.4594330492
1518,148658.6776673896
1519,197149.56963377286
1520,132405.77394347553
1521,133230.99923404105
1522,164465.06816923563
1523,117615.5280131824
1524,102068.22356746983
1525,106370.66303849104
1526,120659.76583789666
1527,109898.45917701903
1528,135252.49889695787
1529,143157.2719714081
1530,164677.9320066873
1531,97163.24434039555
1532,124217.77678226438
1533,134692.21571595856
1534,123727.90709494772
1535,150483.0123635401
1536,104259.6616402237
1537,75926.42858792112
1538,149185.5599265262
1539,216831.08061855045
1540,123389.76878634261
1541,143075.09326138152
1542,133826.58568629556
1543,173836.20090853143
1544,89954.39712842954
1545,96429.5454922974
1546,124109.85403188675
1547,122847.60645442334
1548,115736.20261196676
1549,118026.05840910686
1550,134117.26525289312
1551,109813.18311605295
1552,124042.63529120348
1553,125386.6503813589
1554,119146.0285614289
1555,172461.10438717614
1556,118095.74146574165
1557,125372.19744195044
1558,103437.84161615153
1559,125372.19744195044
1560,131817.1793869599
1561,126550.21774710846
1562,127121.75148022798
1563,117649.88775279342
1564,141090.903194613
1565,140915.6196969708
1566,216684.01678848977
1567,84969.7618751586
1568,238670.875750507
1569,114463.38545427163
1570,140805.0786396429
1571,112015.19172732926
1572,130331.14140580925
1573,171740.84920766647
1574,139086.77298948803
1575,182552.9080277771
1576,197037.83374337395
1577,177574.93463350993
1578,136194.75426605815
1579,145828.63939929742
1580,185407.36703714327
1581,140757.9321369686
1582,124093.50592061164
1583,281972.083807009
1584,231007.0036116871
1585,142942.6828794074
1586,75804.18107059953
1587,93617.68037774839
1588,123923.65153322915
1589,111728.6509560851
1590,115528.47186552384
1591,125372.19744195044
1592,112621.0179482789
1593,123414.66102735107
1594,124899.71956699988
1595,125372.19744195044
1596,221542.1854231034
1597,184230.6477293978
1598,170921.15532290415
1599,164710.19232344042
1600,160858.12972968764
1601,78995.17260456618
1602,118882.91719525788
1603,97729.84523058283
1604,276799.5867623077
1605,235421.3080790255
1606,165838.93400016212
1607,196538.64270992405
1608,224255.79621642682
1609,179193.65253679766
1610,148272.03640169895
1611,152304.01051274882
1612,156414.61632416694
1613,165252.4772525175
1614,121431.70306838231
1615,125372.19744195044
1616,125372.19744195044
1617,94309.21705535945
1618,128619.44985699093
1619,131778.1101593649
1620,230975.0353643636
1621,138322.91454282083
1622,149337.8930160564
1623,227146.89029071166
1624,208460.51898819057
1625,103100.58653911047
1626,184981.21681544904
1627,181256.7559554546
1628,260737.5261748881
1629,168484.3191707309
1630,339835.36192840367
1631,209990.1608968686
1632,228364.04132186022
1633,169147.20506021174
1634,193210.87370613148
1635,172973.47925987918
1636,169925.5465038116
1637,202216.24066261854
1638,197573.46352457316
1639,186330.66981979748
1640,216766.94962039278
1641,191455.7192459994
1642,245293.69413232358
1643,237669.24232796062
1644,237406.4629981938
1645,175522.9497501663
1646,158420.85139173127
1647,168351.39240161743
1648,145385.0746513076
1649,134342.45019021048
1650,120345.3811787211
1651,120554.14749552173
1652,102083.12729928996
1653,102633.63711813412
1654,164808.11442633774
1655,145200.03271914783
1656,158402.8003856475
1657,146152.08974029036
1658,163171.4011570237
1659,129562.60223383125
1660,149885.29151848864
1661,431035.41542412445
1662,383199.7148044269
1663,358272.8214018144
1664,452885.24443214206
1665,345318.3469329625
1666,314618.10966283415
1667,355719.2369428199
1668,335497.63785627554
1669,319103.2173367516
1670,350299.0607299174
1671,257989.0996612654
1672,360965.036877372
1673,301060.6749874947
1674,250182.91456553352
1675,185511.38141519847
1676,200850.9857560773
1677,198959.64987662027
1678,438857.2671700419
1679,337148.89172560495
1680,349688.57119683136
1681,302373.717665251
1682,299348.08013731503
