Id,SalePrice
1461,129339.57787585168
1462,137756.6401325051
1463,192185.66589088555
1464,177677.0745713211
1465,183933.18191065209
1466,183536.64422765013
1467,161355.82029964044
1468,170105.03007967657
1469,186222.67693634136
1470,123017.03752518546
1471,181747.91126213624
1472,93646.97239687105
1473,98364.26308953216
1474,157719.13623814777
1475,121489.92827037949
1476,389525.7500125253
1477,243110.2912062421
1478,325695.2969962394
1479,283177.84852871334
1480,388055.1037187894
1481,324580.5042007075
1482,203975.38214615846
1483,175822.02684744584
1484,170429.67320267475
1485,162523.06316311847
1486,192305.49892274383
1487,357424.7018215867
1488,257291.7842366831
1489,186686.50349598585
1490,241097.4406496696
1491,191197.01526405843
1492,108254.07602030305
1493,185253.9042725369
1494,280740.01036356087
1495,302414.65490993595
1496,227439.05258418672
1497,209858.88037124425
1498,148245.22074545827
1499,158924.34631123306
1500,154123.58506369113
1501,165671.74816653895
1502,149813.7196643147
1503,263336.24439233897
1504,244537.9820419854
1505,219673.50624424568
1506,189555.01824783397
1507,236902.42523406987
1508,205282.90124183256
1509,159452.82256858252
1510,148181.93315140222
1511,132633.26824315597
1512,171708.4979406207
1513,139731.71565062625
1514,145488.36470901244
1515,185678.8270175522
1516,146061.53071056082
1517,159212.19854450418
1518,145974.84242442422
1519,193958.4053789655
1520,129966.44450388434
1521,143105.64792148958
1522,165006.1049370011
1523,114108.82352898364
1524,102718.93701058683
1525,106147.31276854726
1526,126796.85225149449
1527,118909.4376813675
1528,144545.34104062754
1529,131869.96086785855
1530,170693.973644472
1531,103984.93139576292
1532,145938.95519123028
1533,133467.7953980009
1534,112742.26611428148
1535,146387.76209308516
1536,94851.99880013244
1537,100069.55171140791
1538,163872.15109727075
1539,216143.2323142927
1540,145938.95519123028
1541,140163.1850726348
1542,133740.87260334223
1543,183256.80491519105
1544,93979.1124408272
1545,93005.64745053944
1546,125276.9089147637
1547,118788.78638853226
1548,112679.47453514302
1549,116397.45434339302
1550,130789.7559501063
1551,105803.19966153396
1552,133978.91579750282
1553,145938.95519123028
1554,115135.41771375587
1555,164367.63879400297
1556,133601.5017238177
1557,145938.95519123028
1558,102929.98237926795
1559,145938.95519123028
1560,151938.41755918338
1561,139939.97599179606
1562,122379.16653524687
1563,115670.4749085992
1564,149483.03490038877
1565,137004.07826978902
1566,203946.0852179172
1567,99316.78175459382
1568,225884.14456867822
1569,126006.56524158969
1570,142222.30020779918
1571,116410.08850100044
1572,129848.47355948904
1573,163965.49038488205
1574,127020.5864024291
1575,181261.93148569044
1576,206217.51073982788
1577,176700.80795651008
1578,132596.06235471458
